time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-04-24T13:21:51.120Z,37.3806667,-122.1925,4.9,2.7,md,139,30,0.01982,0.13,nc,nc72204505,2017-02-03T15:51:20.870Z,"2km SSE of Ladera, California",earthquake,0.09,0.12,0.12,143,reviewed,nc,nc
2014-03-07T21:38:23.640Z,37.6041667,-122.0146667,6.353,2.77,md,222,25,0.02162,0.19,nc,nc72180656,2017-02-03T08:50:23.410Z,"1km NNE of Union City, California",earthquake,0.1,0.19,0.177,126,reviewed,nc,nc
2014-02-13T08:24:51.970Z,37.3605,-121.714,7.279,2.6,md,150,39,0.04505,0.15,nc,nc72165771,2017-02-03T04:34:21.330Z,"9km ESE of East Foothills, California",earthquake,0.12,0.2,0.127,147,reviewed,nc,nc
2014-01-10T07:48:52.380Z,37.5393333,-121.9215,8.957,2.6,mh,8,193,0.02703,0.03,nc,nc72139711,2017-02-02T20:57:44.044Z,"6km E of Fremont, California",earthquake,0.85,1.31,,0,reviewed,nc,nc
2014-01-03T11:52:17.380Z,37.3235,-122.1573333,9.61,2.85,md,195,35,0.006306,0.22,nc,nc72135386,2017-02-02T19:36:41.220Z,"5km WSW of Loyola, California",earthquake,0.14,0.26,0.123,213,reviewed,nc,nc
2013-12-21T11:38:45.270Z,37.745,-122.1511667,5.048,2.63,md,168,20,0.03604,0.15,nc,nc72128026,2017-02-02T04:25:31.540Z,"2km N of San Leandro, California",earthquake,0.09,0.19,0.151,108,reviewed,nc,nc
2013-12-14T00:16:28.110Z,37.2513333,-122.1683333,11.375,2.91,md,180,65,0.03694,0.21,nc,nc72120420,2017-02-02T03:20:32.710Z,"12km W of Saratoga, California",earthquake,0.18,0.23,0.138,158,reviewed,nc,nc
2013-12-02T10:05:21.790Z,36.9395,-121.5356667,7.83,3.65,mw,102,22,0.02613,0.15,nc,nc72113080,2017-03-17T22:59:04.746Z,"7km SSE of Gilroy, California",earthquake,0.14,0.34,,4,reviewed,nc,nc
2013-12-01T14:14:25.220Z,37.2506667,-122.1686667,10.745,2.83,md,200,66,0.03694,0.21,nc,nc72112690,2017-02-02T01:32:47.210Z,"12km SSW of Loyola, California",earthquake,0.14,0.21,0.132,189,reviewed,nc,nc
2013-11-23T16:01:28.850Z,37.7771667,-121.9401667,7.794,2.74,md,85,54,0.02703,0.08,nc,nc72108595,2017-02-02T00:24:10.050Z,"3km E of San Ramon, California",earthquake,0.09,0.22,0.193,119,reviewed,nc,nc
2013-11-13T17:30:30.500Z,37.7863333,-121.9658333,10.066,3.32,mw,195,54,0.005405,0.13,nc,nc72106876,2017-02-01T23:03:09.200Z,"1km ENE of San Ramon, California",earthquake,0.1,0.15,,6,reviewed,nc,nc
2013-11-12T23:40:30.510Z,37.6588333,-122.4918333,10.029,2.77,md,152,89,0.02523,0.07,nc,nc72106531,2017-02-01T22:57:39.070Z,"3km SSW of Broadmoor, California",earthquake,0.11,0.17,0.142,98,reviewed,nc,nc
2013-11-12T23:35:50.760Z,37.7743333,-121.9451667,5.734,2.97,md,108,53,0.02523,0.16,nc,nc72106516,2017-02-01T22:57:04.890Z,"2km ESE of San Ramon, California",earthquake,0.1,0.12,0.236,90,reviewed,nc,nc
2013-11-09T20:42:57.420Z,37.3605,-121.7226667,6.089,2.61,md,111,37,0.03874,0.09,nc,nc72104361,2017-02-01T22:25:33.810Z,"8km ESE of East Foothills, California",earthquake,0.09,0.17,0.172,111,reviewed,nc,nc
2013-11-09T06:04:26.990Z,37.7753333,-121.9468333,7.66,2.86,ml,156,53,0.02342,0.1,nc,nc72103956,2017-02-01T22:17:48.920Z,"2km ESE of San Ramon, California",earthquake,0.09,0.18,0.162,63,reviewed,nc,nc
2013-11-02T15:00:52.090Z,37.4805,-121.808,7.982,2.69,md,178,70,0.03063,0.1,nc,nc72100151,2017-02-01T21:14:38.360Z,"10km ENE of Milpitas, California",earthquake,0.1,0.22,0.146,165,reviewed,nc,nc
2013-10-29T11:42:41.560Z,37.3873333,-121.7361667,7.847,2.52,md,148,34,0.02973,0.11,nc,nc72097606,2017-02-01T20:33:21.300Z,"7km E of East Foothills, California",earthquake,0.11,0.23,0.144,108,reviewed,nc,nc
2013-10-21T08:32:56.440Z,37.7871667,-121.9166667,11.269,2.9,md,179,31,0.04324,0.12,nc,nc72092001,2017-02-01T19:12:52.340Z,"3km SSW of Blackhawk, California",earthquake,0.1,0.15,0.151,194,reviewed,nc,nc
2013-09-11T22:50:19.250Z,37.5395,-121.9261667,10.452,2.88,md,164,29,0.01892,0.19,nc,nc72068371,2017-02-01T12:47:13.170Z,"5km E of Fremont, California",earthquake,0.12,0.21,0.176,150,reviewed,nc,nc
2013-09-06T09:06:59.330Z,37.5155,-121.885,6.692,2.51,md,195,28,0.01081,0.18,nc,nc72064561,2017-02-01T11:53:47.180Z,"9km ESE of Fremont, California",earthquake,0.1,0.17,0.184,141,reviewed,nc,nc
2013-09-01T20:53:02.000Z,37.3651667,-121.7226667,9.06,2.51,md,150,36,0.03784,0.13,nc,nc72061971,2017-02-01T11:19:48.070Z,"8km ESE of East Foothills, California",earthquake,0.11,0.25,0.125,129,reviewed,nc,nc
2013-08-05T23:23:44.980Z,37.3168333,-121.681,8.01,2.9,md,149,39,0.03964,0.09,nc,nc72043816,2017-02-01T07:19:48.500Z,"14km ESE of Alum Rock, California",earthquake,0.09,0.18,0.154,222,reviewed,nc,nc
2013-08-03T12:30:07.910Z,37.5943333,-122.4275,3.826,2.8,mh,8,84,0.01351,0.04,nc,nc72042536,2017-02-01T07:00:28.870Z,"3km W of Millbrae, California",earthquake,0.48,2.59,,0,reviewed,nc,nc
2013-08-02T14:36:17.110Z,37.391,-121.7391667,7.583,2.84,md,170,29,0.02973,0.13,nc,nc72041956,2017-02-01T06:51:57.980Z,"7km E of East Foothills, California",earthquake,0.11,0.24,0.134,119,reviewed,nc,nc
2013-07-15T19:02:44.270Z,37.4323333,-121.7716667,9.52,3.28,mw,253,49,0.05495,0.12,nc,nc72027430,2017-02-01T04:21:43.820Z,"6km NE of East Foothills, California",earthquake,0.08,0.19,,4,reviewed,nc,nc
2013-06-29T14:28:31.430Z,37.6905,-121.6496667,0.923,2.78,md,102,127,0.06667,0.16,nc,nc72017485,2017-02-01T02:04:28.310Z,"10km E of Livermore, California",earthquake,0.15,0.31,0.155,122,reviewed,nc,nc
2013-06-20T02:04:26.330Z,37.6036667,-122.4603333,7.984,2.7,md,177,40,0.01532,0.12,nc,nc72011760,2017-02-01T00:36:09.020Z,"2km ESE of Pacifica, California",earthquake,0.12,0.14,0.139,88,reviewed,nc,nc
2013-05-10T05:12:24.890Z,37.3735,-121.7235,8.19,3.5,mw,259,36,0.03604,0.15,nc,nc71988946,2017-03-17T22:44:30.539Z,"8km E of East Foothills, California",earthquake,0.1,0.2,,3,reviewed,nc,nc
2013-04-20T00:30:39.130Z,37.4601667,-121.7726667,7.788,3.12,ml,201,63,0.08198,0.15,nc,nc71974010,2017-01-31T12:34:28.960Z,"9km NNE of East Foothills, California",earthquake,0.12,0.31,0.188,68,reviewed,nc,nc
2013-03-08T20:26:55.210Z,37.7556667,-122.566,6.859,2.72,md,140,98,0.04865,0.09,nc,nc71950635,2017-01-31T06:18:05.310Z,"10km WNW of Daly City, California",earthquake,0.11,0.13,0.158,95,reviewed,nc,nc
2013-02-24T09:55:54.870Z,37.5608333,-121.9528333,6.629,2.89,ml,236,28,0.01441,0.15,nc,nc71943160,2017-01-31T04:07:30.590Z,"3km ENE of Fremont, California",earthquake,0.08,0.1,0.174,50,reviewed,nc,nc
2013-02-22T00:55:50.850Z,37.1478333,-121.5413333,6.377,3.15,ml,185,59,0.03784,0.12,nc,nc71942010,2017-01-31T03:46:32.800Z,"9km NE of San Martin, California",earthquake,0.11,0.3,0.156,42,reviewed,nc,nc
2013-02-17T00:42:23.070Z,37.74,-122.1556667,8.652,2.58,md,66,49,0.04414,0.11,nc,nc71938975,2017-01-31T03:03:50.320Z,"1km N of San Leandro, California",earthquake,0.15,0.46,0.16,76,reviewed,nc,nc
2013-01-26T18:39:24.330Z,37.1725,-122.3595,10.277,2.62,md,138,168,0.02793,0.16,nc,nc71929271,2017-01-30T22:45:05.140Z,"Northern California",earthquake,0.35,0.25,0.167,105,reviewed,nc,nc
2013-01-14T07:22:18.020Z,37.3833333,-121.7293333,8.69,2.62,md,136,71,0.03333,0.13,nc,nc71921346,2017-01-30T20:15:08.580Z,"San Francisco Bay area, California",earthquake,0.13,0.27,0.158,107,reviewed,nc,nc
2013-01-06T16:09:15.580Z,37.423,-121.7676667,6.411,2.61,md,142,57,0.03784,0.1,nc,nc71916141,2017-01-30T18:25:36.420Z,"San Francisco Bay area, California",earthquake,0.09,0.27,0.129,106,reviewed,nc,nc
2012-12-29T22:47:34.010Z,37.5778333,-122.509,8.58,2.51,md,131,127,0.00991,0.11,nc,nc71912186,2017-01-29T05:23:07.050Z,"San Francisco Bay area, California",earthquake,0.25,0.23,0.175,86,reviewed,nc,nc
2012-12-29T22:35:08.990Z,37.58,-122.5015,8.177,2.81,md,174,99,0.006306,0.13,nc,nc71912166,2017-01-29T05:22:36.640Z,"San Francisco Bay area, California",earthquake,0.18,0.15,0.168,88,reviewed,nc,nc
2012-12-06T05:57:36.360Z,37.5403333,-121.8386667,4.436,2.86,md,192,56,0.03784,0.13,nc,nc71899321,2017-01-29T02:06:54.370Z,"San Francisco Bay area, California",earthquake,0.09,0.22,0.144,146,reviewed,nc,nc
2012-11-26T18:25:15.320Z,37.5808333,-121.9808333,8.18,2.6,md,150,22,0.00991,0.13,nc,nc71894156,2017-01-29T00:47:31.320Z,"San Francisco Bay area, California",earthquake,0.1,0.17,0.137,105,reviewed,nc,nc
2012-07-23T15:48:32.380Z,37.4331667,-121.7733333,11.621,2.69,md,168,56,0.02793,0.14,nc,nc71820686,2017-01-28T06:18:52.180Z,"San Francisco Bay area, California",earthquake,0.13,0.27,0.124,107,reviewed,nc,nc
2012-07-04T05:13:11.570Z,37.5713333,-122.5111667,8.951,2.74,md,176,137,0.01712,0.12,nc,nc71810686,2017-01-28T03:52:17.880Z,"San Francisco Bay area, California",earthquake,0.19,0.23,0.146,110,reviewed,nc,nc
2012-07-04T02:09:56.820Z,37.5676667,-122.5085,8.319,2.62,md,147,137,0.01982,0.12,nc,nc71810601,2017-01-28T03:50:27.830Z,"San Francisco Bay area, California",earthquake,0.21,0.13,0.173,83,reviewed,nc,nc
2012-07-04T02:06:21.880Z,37.5623333,-122.5078333,8.939,2.77,md,101,139,0.02432,0.13,nc,nc71810586,2017-01-28T03:49:39.370Z,"San Francisco Bay area, California",earthquake,0.28,0.32,0.167,83,reviewed,nc,nc
2012-07-02T05:25:02.640Z,37.5881667,-122.4523333,14.429,2.5,md,176,71,0.005405,0.35,nc,nc71805215,2017-01-28T03:29:44.570Z,"San Francisco Bay area, California",earthquake,0.33,0.5,0.162,81,reviewed,nc,nc
2012-06-25T08:13:40.550Z,37.2633333,-121.6371667,7.352,3.28,mw,244,30,0.02883,0.18,nc,nc71806256,2017-01-28T02:30:20.350Z,"Northern California",earthquake,0.12,0.21,,4,reviewed,nc,nc
2012-06-24T03:12:25.190Z,36.9396667,-121.5396667,7.453,2.97,ml,104,31,0.03874,0.24,nc,nc71805701,2017-01-28T02:21:11.870Z,"Northern California",earthquake,0.19,0.66,0.14,30,reviewed,nc,nc
2012-06-19T19:14:46.890Z,37.303,-122.1123333,8.038,2.72,md,178,32,0.03514,0.23,nc,nc71803646,2017-01-28T01:46:06.300Z,"San Francisco Bay area, California",earthquake,0.16,0.23,0.119,126,reviewed,nc,nc
2012-06-03T17:31:37.000Z,37.2613333,-121.6356667,8.085,3.52,mw,243,30,0.08108,0.16,nc,nc71795731,2017-03-17T22:19:07.401Z,"Northern California",earthquake,0.11,0.26,,5,reviewed,nc,nc
2012-05-02T02:37:52.110Z,37.084,-122.3536667,8.086,2.9,md,123,203,0.1153,0.17,nc,nc71774170,2017-01-27T16:59:40.960Z,"offshore Northern California",earthquake,0.36,0.48,0.145,126,reviewed,nc,nc
2012-04-29T12:53:03.750Z,37.54,-121.9223333,9.806,2.69,md,157,49,0.01622,0.14,nc,nc71772940,2017-01-27T16:38:39.090Z,"San Francisco Bay area, California",earthquake,0.12,0.22,0.126,41,reviewed,nc,nc
2012-04-05T09:42:27.220Z,37.2565,-121.6373333,5.826,2.85,md,135,57,0.02883,0.08,nc,nc71758725,2017-01-27T12:21:08.930Z,"Northern California",earthquake,0.09,0.19,0.124,135,reviewed,nc,nc
2012-04-05T08:03:42.700Z,37.2581667,-121.6368333,7.336,2.65,md,161,57,0.02883,0.12,nc,nc71758680,2017-01-27T12:19:56.200Z,"Northern California",earthquake,0.11,0.26,0.133,120,reviewed,nc,nc
2012-03-26T15:58:06.730Z,37.11,-122.2986667,11.347,2.51,md,101,189,0.0964,0.14,nc,nc71753980,2017-01-27T10:45:29.410Z,"Northern California",earthquake,0.22,0.22,0.169,101,reviewed,nc,nc
2012-03-10T17:22:59.780Z,37.3633333,-122.157,7.269,2.73,md,189,40,0.005405,0.17,nc,nc71745995,2017-01-27T08:00:11.220Z,"San Francisco Bay area, California",earthquake,0.11,0.16,0.134,126,reviewed,nc,nc
2012-01-26T02:21:03.370Z,36.9363333,-121.683,10.985,3.22,ml,104,44,0.04775,0.11,nc,nc71718180,2017-01-26T23:25:24.640Z,"Northern California",earthquake,0.12,0.26,0.139,5,reviewed,nc,nc
2012-01-26T02:20:19.640Z,36.9353333,-121.6801667,11.034,3.39,ml,120,46,0.04955,0.09,nc,nc71718175,2017-01-26T23:25:13.670Z,"Northern California",earthquake,0.1,0.24,0.186,53,reviewed,nc,nc
2012-01-16T16:42:16.630Z,37.2538333,-121.6376667,5.443,2.61,md,101,31,0.02883,0.07,nc,nc71718406,2017-01-26T21:41:21.210Z,"Northern California",earthquake,0.09,0.21,0.142,109,reviewed,nc,nc
2011-12-18T17:47:11.000Z,37.5155,-121.846,7.222,2.51,md,111,57,0.02252,0.12,nc,nc71695235,2017-01-25T22:24:49.180Z,"San Francisco Bay area, California",earthquake,0.11,0.29,0.139,102,reviewed,nc,nc
2011-12-03T23:03:21.080Z,37.2393333,-121.6255,4.896,2.59,md,106,61,0.04234,0.09,nc,nc71690931,2017-01-25T18:16:29.900Z,"Northern California",earthquake,0.08,0.24,0.135,109,reviewed,nc,nc
2011-11-23T16:26:54.490Z,37.3843333,-121.7383333,6.858,2.72,md,107,33,0.02703,0.09,nc,nc71685971,2017-01-25T15:59:38.200Z,"San Francisco Bay area, California",earthquake,0.1,0.33,0.145,119,reviewed,nc,nc
2011-11-08T11:56:44.480Z,37.5753333,-121.9731667,9.315,2.83,md,147,23,0.03333,0.15,nc,nc71677591,2017-01-25T13:28:22.520Z,"San Francisco Bay area, California",earthquake,0.1,0.26,0.126,150,reviewed,nc,nc
2011-11-07T18:27:32.840Z,37.1003333,-121.803,5.014,2.59,md,97,30,0.07658,0.12,nc,nc71677166,2017-01-25T13:23:06.210Z,"Northern California",earthquake,0.1,0.26,0.11,109,reviewed,nc,nc
2011-10-10T06:03:09.880Z,37.3385,-121.6945,9.596,2.72,md,173,40,0.04144,0.15,nc,nc71661306,2017-01-25T09:23:02.950Z,"Northern California",earthquake,0.12,0.27,0.132,134,reviewed,nc,nc
2011-09-29T23:47:54.150Z,37.7786667,-122.2115,14.458,3.08,ml,224,14,0.02793,0.16,nc,nc71655651,2017-01-25T07:58:51.180Z,"San Francisco Bay area, California",earthquake,0.14,0.18,0.262,66,reviewed,nc,nc
2011-09-26T03:08:09.600Z,37.7506667,-122.1505,7.859,3.24,mw,238,20,0.02342,0.14,nc,nc71653461,2017-01-25T07:26:42.330Z,"San Francisco Bay area, California",earthquake,0.09,0.19,,4,reviewed,nc,nc
2011-08-30T07:19:18.500Z,37.7135,-122.5226667,6.398,2.84,md,198,91,0.04505,0.1,nc,nc71630310,2017-01-25T03:25:25.760Z,"offshore Northern California",earthquake,0.12,0.15,0.149,153,reviewed,nc,nc
2011-08-24T16:57:44.860Z,37.751,-122.138,8.77,3.5,mh,5,194,0.147,0.39,ci,ci10997645,2016-03-10T07:08:34.092Z,"3km NNE of San Leandro, CA",earthquake,6.1,31.61,,0,reviewed,ci,ci
2011-08-24T16:57:44.120Z,37.7451667,-122.151,8.632,3.38,mw,247,20,0.01802,0.17,nc,nc71625585,2017-01-25T02:13:39.580Z,"San Francisco Bay area, California",earthquake,0.11,0.22,,5,reviewed,nc,nc
2011-08-24T06:36:54.060Z,37.7438333,-122.1486667,8.092,3.6,mw,266,20,0.01712,0.17,nc,nc71625060,2017-03-17T22:01:53.116Z,"San Francisco Bay area, California",earthquake,0.1,0.23,,4,reviewed,nc,nc
2011-08-08T08:52:00.860Z,37.6571667,-122.0936667,11.658,2.52,md,192,34,0.01351,0.15,nc,nc71615525,2017-01-24T23:47:41.350Z,"San Francisco Bay area, California",earthquake,0.1,0.26,0.119,119,reviewed,nc,nc
2011-06-14T11:51:05.980Z,37.3755,-121.7275,9.651,2.98,ml,135,34,0.03333,0.11,nc,nc71584870,2017-01-24T15:57:43.550Z,"San Francisco Bay area, California",earthquake,0.13,0.3,0.135,46,reviewed,nc,nc
2011-05-28T10:39:28.390Z,37.2566667,-121.6391667,5.135,3.17,ml,144,30,0.02703,0.09,nc,nc71576600,2017-01-24T13:41:31.430Z,"Northern California",earthquake,0.09,0.2,0.195,55,reviewed,nc,nc
2011-04-23T06:06:04.210Z,37.1291667,-121.5311667,7.187,2.54,md,112,66,0.01802,0.06,nc,nc71563621,2017-01-24T09:33:22.950Z,"Northern California",earthquake,0.1,0.26,0.116,124,reviewed,nc,nc
2011-04-18T21:57:19.120Z,37.601,-122.4501667,12.307,3.37,mw,240,32,0.01441,0.13,nc,nc71560691,2017-01-24T08:58:42.950Z,"San Francisco Bay area, California",earthquake,0.15,0.21,,4,reviewed,nc,nc
2011-03-02T01:30:22.750Z,37.36,-121.715,8.149,2.6,md,164,94,0.04505,0.15,nc,nc71531360,2017-01-24T02:31:07.810Z,"Northern California",earthquake,0.14,0.25,0.118,120,reviewed,nc,nc
2011-02-25T13:49:01.320Z,37.3523333,-121.7053333,8.846,2.54,md,125,99,0.05135,0.17,nc,nc71528560,2017-01-24T01:39:04.170Z,"Northern California",earthquake,0.2,0.34,0.132,86,reviewed,nc,nc
2011-02-13T09:05:50.030Z,37.196,-121.6311667,2.248,2.73,md,121,54,0.03243,0.1,nc,nc71528681,2017-01-24T00:14:13.200Z,"Northern California",earthquake,0.08,0.26,0.13,134,reviewed,nc,nc
2011-02-05T08:40:37.210Z,37.7125,-121.5793333,13.041,2.86,md,145,71,0.1081,0.2,nc,nc71524921,2017-01-23T23:09:27.610Z,"Northern California",earthquake,0.26,0.42,0.142,149,reviewed,nc,nc
2011-01-24T07:12:03.570Z,37.2891667,-121.6618333,5.935,2.96,ml,176,43,0.03153,0.13,nc,nc71514135,2017-01-23T21:37:06.360Z,"Northern California",earthquake,0.09,0.18,0.118,20,reviewed,nc,nc
2011-01-08T00:13:12.450Z,37.2841667,-121.6603333,6.247,2.53,md,104,62,0.02703,0.07,nc,nc71506875,2017-01-23T19:23:59.980Z,"Northern California",earthquake,0.1,0.25,0.153,101,reviewed,nc,nc
2011-01-08T00:10:16.740Z,37.2871667,-121.6581667,9.593,4.1,mw,244,55,0.03063,0.18,nc,nc71506865,2017-03-17T21:53:02.637Z,"Northern California",earthquake,0.14,0.37,,10,reviewed,nc,nc
2010-12-26T15:23:39.270Z,37.4966667,-121.8073333,7.815,2.83,md,167,65,0.04685,0.11,nc,nc71501520,2017-01-23T11:49:54.540Z,"San Francisco Bay area, California",earthquake,0.11,0.3,0.141,122,reviewed,nc,nc
2010-12-20T02:13:35.390Z,37.36,-122.1113333,6.331,2.56,md,118,20,0.008108,0.16,nc,nc71498905,2017-01-23T11:03:17.800Z,"San Francisco Bay area, California",earthquake,0.12,0.16,0.166,99,reviewed,nc,nc
2010-12-19T17:28:24.080Z,37.3566667,-122.1171667,5.272,2.99,ml,172,20,0.01171,0.15,nc,nc71498795,2017-01-23T11:01:16.500Z,"San Francisco Bay area, California",earthquake,0.1,0.16,0.214,54,reviewed,nc,nc
2010-11-25T06:28:38.030Z,37.3003333,-121.6661667,7.92,3.25,mw,239,49,0.04144,0.17,nc,nc71488065,2017-01-23T08:00:46.260Z,"Northern California",earthquake,0.13,0.22,,4,reviewed,nc,nc
2010-11-04T08:31:48.660Z,37.3378333,-121.694,9.275,2.5,md,153,28,0.04144,0.15,nc,nc71483706,2017-01-23T05:36:39.940Z,"Northern California",earthquake,0.13,0.3,0.094,86,reviewed,nc,nc
2010-10-15T16:13:53.040Z,37.41,-121.7526667,9.161,3,mw,213,22,0.03964,0.13,nc,nc71474456,2017-01-23T03:28:29.740Z,"San Francisco Bay area, California",earthquake,0.09,0.2,,3,reviewed,nc,nc
2010-10-01T05:21:09.520Z,37.3481667,-121.7086667,8.265,2.55,md,127,30,0.05315,0.1,nc,nc71462565,2017-01-23T01:49:47.750Z,"Northern California",earthquake,0.09,0.23,0.139,121,reviewed,nc,nc
2010-09-19T09:51:13.610Z,37.4773333,-121.8105,8.895,2.65,md,208,28,0.02793,0.14,nc,nc71457410,2017-01-23T00:32:33.300Z,"San Francisco Bay area, California",earthquake,0.1,0.27,0.113,147,reviewed,nc,nc
2010-08-27T14:40:29.330Z,37.8015,-122.0318333,7.118,2.55,md,118,45,0.02883,0.13,nc,nc71447285,2017-01-22T22:00:34.540Z,"San Francisco Bay area, California",earthquake,0.1,0.17,0.182,120,reviewed,nc,nc
2010-07-23T21:29:10.100Z,37.665,-122.5123333,7.597,3.15,mw,127,101,0.02703,0.1,nc,nc71436076,2017-01-22T18:10:18.010Z,"offshore Northern California",earthquake,0.16,0.2,,3,reviewed,nc,nc
2010-07-14T22:28:41.690Z,37.7358333,-122.1321667,6.846,2.72,md,130,28,0.01532,0.16,nc,nc71424990,2017-01-22T16:37:32.890Z,"San Francisco Bay area, California",earthquake,0.12,0.19,0.143,138,reviewed,nc,nc
2010-07-07T09:32:23.410Z,37.1331667,-121.5325,7.197,2.7,md,109,60,0.02162,0.06,nc,nc71420450,2017-01-22T15:46:15.100Z,"Northern California",earthquake,0.1,0.29,0.121,131,reviewed,nc,nc
2010-06-30T22:58:34.600Z,37.448,-121.7676667,7.176,2.89,ml,141,42,0.02613,0.11,nc,nc71417825,2017-01-22T15:05:22.600Z,"San Francisco Bay area, California",earthquake,0.11,0.33,0.174,39,reviewed,nc,nc
2010-06-28T14:47:04.340Z,37.7421667,-122.5523333,7.655,3.25,mw,164,99,0.04234,0.09,nc,nc71416595,2017-01-22T14:48:59.950Z,"offshore Northern California",earthquake,0.11,0.16,,6,reviewed,nc,nc
2010-06-23T20:38:36.130Z,37.3105,-121.6758333,7.624,2.93,md,150,34,0.04054,0.11,nc,nc71414410,2017-01-22T14:19:16.870Z,"Northern California",earthquake,0.09,0.21,0.164,158,reviewed,nc,nc
2010-05-30T07:04:46.800Z,37.717,-122.1216667,4.963,2.58,md,186,16,0.007207,0.18,nc,nc71406711,2017-01-22T11:23:13.800Z,"San Francisco Bay area, California",earthquake,0.1,0.17,0.148,135,reviewed,nc,nc
2010-05-30T06:59:57.060Z,37.7183333,-122.1195,5.315,3.2,mw,219,16,0.005405,0.17,nc,nc71406701,2017-01-22T11:22:58.590Z,"San Francisco Bay area, California",earthquake,0.09,0.14,,6,reviewed,nc,nc
2010-05-18T22:46:48.020Z,37.3885,-121.742,6.902,2.85,md,120,29,0.02613,0.08,nc,nc71400686,2017-01-22T09:56:26.050Z,"San Francisco Bay area, California",earthquake,0.1,0.36,0.119,121,reviewed,nc,nc
2010-05-15T17:54:42.750Z,37.7006667,-122.003,9.892,3.28,mw,218,32,0.04865,0.16,nc,nc71398641,2017-01-22T09:32:28.490Z,"San Francisco Bay area, California",earthquake,0.11,0.17,,4,reviewed,nc,nc
